From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
E2ESI7	E2ESI7	unreviewed	E2ESI7_EBVG	Latent membrane protein 2A	LMP2A	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	viral latency [GO:0019042]	host cell membrane [GO:0033644]	host cell membrane [GO:0033644]; viral latency [GO:0019042]		GO:0019042; GO:0033644			
Q1EH31	Q1EH31	unreviewed	Q1EH31_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q66560	Q66560	unreviewed	Q66560_EBVG	Latent membrane protein 2A	LMP2	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	viral latency [GO:0019042]	host cell membrane [GO:0033644]	host cell membrane [GO:0033644]; viral latency [GO:0019042]		GO:0019042; GO:0033644			
Q1EH11	Q1EH11	unreviewed	Q1EH11_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q1EH14	Q1EH14	unreviewed	Q1EH14_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLQ2	D7PLQ2	unreviewed	D7PLQ2_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q1EH32	Q1EH32	unreviewed	Q1EH32_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q1EH44	Q1EH44	unreviewed	Q1EH44_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLX5	D7PLX5	unreviewed	D7PLX5_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLM5	D7PLM5	unreviewed	D7PLM5_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
E2ES08	E2ES08	unreviewed	E2ES08_EBVG	Latent membrane protein 2A	LMP2A	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	viral latency [GO:0019042]	host cell membrane [GO:0033644]	host cell membrane [GO:0033644]; viral latency [GO:0019042]		GO:0019042; GO:0033644			
D7PLE3	D7PLE3	unreviewed	D7PLE3_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PL98	D7PL98	unreviewed	D7PL98_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLR9	D7PLR9	unreviewed	D7PLR9_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLU2	D7PLU2	unreviewed	D7PLU2_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLQ4	D7PLQ4	unreviewed	D7PLQ4_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLM3	D7PLM3	unreviewed	D7PLM3_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	118	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
A0A0B6VJ48	A0A0B6VJ48	unreviewed	A0A0B6VJ48_EBVG	A73 protein	A73	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	117								
Q8V362	Q8V362	unreviewed	Q8V362_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	113	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q8V366	Q8V366	unreviewed	Q8V366_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	111	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q8V365	Q8V365	unreviewed	Q8V365_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	111	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q1EH29	Q1EH29	unreviewed	Q1EH29_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	109	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q1EGZ0	Q1EGZ0	unreviewed	Q1EGZ0_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	108	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PL95	D7PL95	unreviewed	D7PL95_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	108	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLY8	D7PLY8	unreviewed	D7PLY8_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	108	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLA6	D7PLA6	unreviewed	D7PLA6_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	108	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLY1	D7PLY1	unreviewed	D7PLY1_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PL99	D7PL99	unreviewed	D7PL99_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLC1	D7PLC1	unreviewed	D7PLC1_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLT6	D7PLT6	unreviewed	D7PLT6_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q1EGZ3	Q1EGZ3	unreviewed	Q1EGZ3_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q1EH36	Q1EH36	unreviewed	Q1EH36_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q1EGZ1	Q1EGZ1	unreviewed	Q1EGZ1_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLX2	D7PLX2	unreviewed	D7PLX2_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
