From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
PF3D7_1356900	P61075	reviewed	CDK2H_PLAF7	Cyclin-dependent kinase 2 homolog (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Protein kinase 5) (PfPK5) (cdc2-related kinase 2)	CRK2 PK5 MAL13P1.279 PF3D7_1356900	Plasmodium falciparum (isolate 3D7)	288	cell division [GO:0051301]; protein phosphorylation [GO:0006468]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]; cell division [GO:0051301]; protein phosphorylation [GO:0006468]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]	ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]	GO:0000083; GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0008353; GO:0046872; GO:0051301; GO:0106310	DEVELOPMENTAL STAGE: Expressed during the asexual blood stage; expression is low at the ring stage and peaks in trophozoites and schizonts (at protein level). {ECO:0000269|PubMed:12869562, ECO:0000269|PubMed:26094711}.		
PF3D7_1421400	A0A144A2J0	unreviewed	A0A144A2J0_PLAF7	DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6)	PF3D7_1421400	Plasmodium falciparum (isolate 3D7)	288	transcription by RNA polymerase III [GO:0006383]	RNA polymerase III complex [GO:0005666]	RNA polymerase III complex [GO:0005666]; nucleotidyltransferase activity [GO:0016779]; transcription by RNA polymerase III [GO:0006383]	nucleotidyltransferase activity [GO:0016779]	GO:0005666; GO:0006383; GO:0016779			
PF3D7_0202900	A0A146M427	unreviewed	A0A146M427_PLAF7	Palmitoyltransferase (EC 2.3.1.225)	PF3D7_0202900	Plasmodium falciparum (isolate 3D7)	287	peptidyl-L-cysteine S-palmitoylation [GO:0018230]; protein targeting to membrane [GO:0006612]	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]; peptidyl-L-cysteine S-palmitoylation [GO:0018230]; protein targeting to membrane [GO:0006612]	protein-cysteine S-palmitoyltransferase activity [GO:0019706]	GO:0005783; GO:0005794; GO:0006612; GO:0016020; GO:0018230; GO:0019706			
PF3D7_0416600	Q8I1S1	unreviewed	Q8I1S1_PLAF7	Prohibitin-like protein PHBL, putative	PF3D7_0416600	Plasmodium falciparum (isolate 3D7)	287								
PF3D7_0502300	Q8I477	unreviewed	Q8I477_PLAF7	Pre-mRNA-splicing factor SLU7	PF3D7_0502300	Plasmodium falciparum (isolate 3D7)	287								
PF3D7_0611000	C6KSV5	unreviewed	C6KSV5_PLAF7	SNARE associated Golgi protein, putative	PF3D7_0611000	Plasmodium falciparum (isolate 3D7)	287		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1127000	Q8II93	unreviewed	Q8II93_PLAF7	Protein phosphatase, putative (EC 3.1.3.16)	PF3D7_1127000	Plasmodium falciparum (isolate 3D7)	287	dephosphorylation [GO:0016311]	membrane [GO:0016020]	membrane [GO:0016020]; myosin phosphatase activity [GO:0017018]; dephosphorylation [GO:0016311]	myosin phosphatase activity [GO:0017018]	GO:0016020; GO:0016311; GO:0017018			
PF3D7_1459700	Q8IKN4	reviewed	NNRE_PLAF7	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)	PF14_0570 PF3D7_1459700	Plasmodium falciparum (isolate 3D7)	287		mitochondrion [GO:0005739]	mitochondrion [GO:0005739]; metal ion binding [GO:0046872]; NADHX epimerase activity [GO:0052856]; NADPHX epimerase activity [GO:0052857]; nucleotide binding [GO:0000166]	metal ion binding [GO:0046872]; NADHX epimerase activity [GO:0052856]; NADPHX epimerase activity [GO:0052857]; nucleotide binding [GO:0000166]	GO:0000166; GO:0005739; GO:0046872; GO:0052856; GO:0052857			
PF3D7_1471100	Q8IKC8	unreviewed	Q8IKC8_PLAF7	Exported protein 2	PF3D7_1471100	Plasmodium falciparum (isolate 3D7)	287		PTEX complex [GO:0097619]; symbiont-containing vacuole membrane [GO:0020005]	PTEX complex [GO:0097619]; symbiont-containing vacuole membrane [GO:0020005]		GO:0020005; GO:0097619			
PF3D7_0406800	Q8I1W3	unreviewed	Q8I1W3_PLAF7	Ribosomal protein L25, putative	PF3D7_0406800	Plasmodium falciparum (isolate 3D7)	286	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0008097; GO:0022625			
PF3D7_0513400	C0H4D6	unreviewed	C0H4D6_PLAF7	GTP-binding protein, putative	PF3D7_0513400	Plasmodium falciparum (isolate 3D7)	286			GTP binding [GO:0005525]; guanyl nucleotide binding [GO:0019001]; metal ion binding [GO:0046872]	GTP binding [GO:0005525]; guanyl nucleotide binding [GO:0019001]; metal ion binding [GO:0046872]	GO:0005525; GO:0019001; GO:0046872			
PF3D7_0525900	C0H4G2	unreviewed	C0H4G2_PLAF7	NIMA related kinase 2 (EC 2.7.11.1)	PF3D7_0525900	Plasmodium falciparum (isolate 3D7)	286	protein phosphorylation [GO:0006468]		ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]	GO:0004674; GO:0004713; GO:0005524; GO:0006468			
PF3D7_0601600	C6KSL8	unreviewed	C6KSL8_PLAF7	Tetratricopeptide repeat protein, putative	PF3D7_0601600	Plasmodium falciparum (isolate 3D7)	286	anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; positive regulation of mitotic metaphase/anaphase transition [GO:0045842]; protein ubiquitination [GO:0016567]; transcription by RNA polymerase III [GO:0006383]	anaphase-promoting complex [GO:0005680]; cytoplasm [GO:0005737]	anaphase-promoting complex [GO:0005680]; cytoplasm [GO:0005737]; anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; positive regulation of mitotic metaphase/anaphase transition [GO:0045842]; protein ubiquitination [GO:0016567]; transcription by RNA polymerase III [GO:0006383]		GO:0005680; GO:0005737; GO:0006383; GO:0007091; GO:0016567; GO:0031145; GO:0045842; GO:0051301			
PF3D7_0823200	Q8IB66	unreviewed	Q8IB66_PLAF7	RNA-binding protein, putative	PF3D7_0823200	Plasmodium falciparum (isolate 3D7)	286	regulation of translation [GO:0006417]	nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]	nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; RNA binding [GO:0003723]; regulation of translation [GO:0006417]	RNA binding [GO:0003723]	GO:0003723; GO:0005634; GO:0006417; GO:1990904			
PF3D7_1027900	A0A143ZYC1	unreviewed	A0A143ZYC1_PLAF7	Palmitoyltransferase (EC 2.3.1.225)	PF3D7_1027900	Plasmodium falciparum (isolate 3D7)	285	peptidyl-L-cysteine S-palmitoylation [GO:0018230]; protein targeting to membrane [GO:0006612]	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]; peptidyl-L-cysteine S-palmitoylation [GO:0018230]; protein targeting to membrane [GO:0006612]	protein-cysteine S-palmitoyltransferase activity [GO:0019706]	GO:0005783; GO:0005794; GO:0006612; GO:0016020; GO:0018230; GO:0019706			
PF3D7_1248400	Q8I4V0	unreviewed	Q8I4V0_PLAF7	PRESAN domain-containing protein	PF3D7_1248400	Plasmodium falciparum (isolate 3D7)	285								
PF3D7_1353100	Q8IDG9	unreviewed	Q8IDG9_PLAF7	Exported protein	PF3D7_1353100	Plasmodium falciparum (isolate 3D7)	285		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1434400	Q8ILC0	unreviewed	Q8ILC0_PLAF7	EBA-175_VI domain-containing protein	PF3D7_1434400	Plasmodium falciparum (isolate 3D7)	285		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1455900	C6S3J5	unreviewed	C6S3J5_PLAF7	Polyprenol reductase (EC 1.3.1.94)	PF3D7_1455900	Plasmodium falciparum (isolate 3D7)	285	dolichol biosynthetic process [GO:0019408]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; polyprenol catabolic process [GO:0016095]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; 3-oxo-5-alpha-steroid 4-dehydrogenase activity [GO:0003865]; polyprenol reductase activity [GO:0102389]; dolichol biosynthetic process [GO:0019408]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; polyprenol catabolic process [GO:0016095]	3-oxo-5-alpha-steroid 4-dehydrogenase activity [GO:0003865]; polyprenol reductase activity [GO:0102389]	GO:0003865; GO:0005783; GO:0005789; GO:0006488; GO:0016095; GO:0019408; GO:0102389			
PF3D7_0210900	O96191	unreviewed	O96191_PLAF7	Uncharacterized protein	PF3D7_0210900	Plasmodium falciparum (isolate 3D7)	284								
PF3D7_0301500	O97331	unreviewed	O97331_PLAF7	Exported protein	PF3D7_0301500	Plasmodium falciparum (isolate 3D7)	284		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0508800	Q8I415	unreviewed	Q8I415_PLAF7	Single-stranded DNA-binding protein	PF3D7_0508800	Plasmodium falciparum (isolate 3D7)	284	mitochondrial DNA replication [GO:0006264]; positive regulation of helicase activity [GO:0051096]	apicoplast [GO:0020011]; mitochondrial nucleoid [GO:0042645]; nucleoid [GO:0009295]	apicoplast [GO:0020011]; mitochondrial nucleoid [GO:0042645]; nucleoid [GO:0009295]; single-stranded DNA binding [GO:0003697]; mitochondrial DNA replication [GO:0006264]; positive regulation of helicase activity [GO:0051096]	single-stranded DNA binding [GO:0003697]	GO:0003697; GO:0006264; GO:0009295; GO:0020011; GO:0042645; GO:0051096			
PF3D7_0529900	Q8I3G9	unreviewed	Q8I3G9_PLAF7	RING zinc finger protein, putative	PF3D7_0529900	Plasmodium falciparum (isolate 3D7)	284		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0605700	C6KSQ5	unreviewed	C6KSQ5_PLAF7	ATS domain-containing protein	PF3D7_0605700	Plasmodium falciparum (isolate 3D7)	284								
PF3D7_0609800	C6KSU5	unreviewed	C6KSU5_PLAF7	Palmitoyltransferase (EC 2.3.1.225)	PF3D7_0609800	Plasmodium falciparum (isolate 3D7)	284	peptidyl-L-cysteine S-palmitoylation [GO:0018230]; protein targeting to membrane [GO:0006612]	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleic acid binding [GO:0003676]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]; peptidyl-L-cysteine S-palmitoylation [GO:0018230]; protein targeting to membrane [GO:0006612]	nucleic acid binding [GO:0003676]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]	GO:0003676; GO:0005783; GO:0005794; GO:0006612; GO:0016020; GO:0018230; GO:0019706			
PF3D7_0618700	C6KT27	unreviewed	C6KT27_PLAF7	Trafficking protein particle complex subunit 6A, putative	PF3D7_0618700	Plasmodium falciparum (isolate 3D7)	284	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; regulation of GTPase activity [GO:0043087]	cis-Golgi network [GO:0005801]; membrane [GO:0016020]; trans-Golgi network [GO:0005802]; TRAPP complex [GO:0030008]	cis-Golgi network [GO:0005801]; membrane [GO:0016020]; trans-Golgi network [GO:0005802]; TRAPP complex [GO:0030008]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; regulation of GTPase activity [GO:0043087]		GO:0005801; GO:0005802; GO:0006888; GO:0016020; GO:0030008; GO:0043087			
PF3D7_1253800	Q8I4P9	unreviewed	Q8I4P9_PLAF7	PRESAN domain-containing protein	PF3D7_1253800	Plasmodium falciparum (isolate 3D7)	284	fatty acid metabolic process [GO:0006631]	membrane [GO:0016020]	membrane [GO:0016020]; fatty-acyl-CoA binding [GO:0000062]; fatty acid metabolic process [GO:0006631]	fatty-acyl-CoA binding [GO:0000062]	GO:0000062; GO:0006631; GO:0016020			
PF3D7_1406800	Q8IM26	unreviewed	Q8IM26_PLAF7	Glideosome associated protein with multiple membrane spans 3	PF3D7_1406800	Plasmodium falciparum (isolate 3D7)	284		inner membrane pellicle complex [GO:0070258]; membrane [GO:0016020]	inner membrane pellicle complex [GO:0070258]; membrane [GO:0016020]		GO:0016020; GO:0070258			
PF3D7_1423600	Q8ILL6	unreviewed	Q8ILL6_PLAF7	Calcium-dependent protein kinase, putative (EC 2.7.11.17)	PF3D7_1423600	Plasmodium falciparum (isolate 3D7)	284	mitotic DNA damage checkpoint signaling [GO:0044773]; protein phosphorylation [GO:0006468]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; calmodulin-dependent protein kinase activity [GO:0004683]; protein serine/threonine kinase activity [GO:0004674]; mitotic DNA damage checkpoint signaling [GO:0044773]; protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; calmodulin-dependent protein kinase activity [GO:0004683]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0004683; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0044773			
PF3D7_1479200	Q8IK45	unreviewed	Q8IK45_PLAF7	PRESAN domain-containing protein	PF3D7_1479200	Plasmodium falciparum (isolate 3D7)	284	fatty acid metabolic process [GO:0006631]	membrane [GO:0016020]	membrane [GO:0016020]; fatty-acyl-CoA binding [GO:0000062]; fatty acid metabolic process [GO:0006631]	fatty-acyl-CoA binding [GO:0000062]	GO:0000062; GO:0006631; GO:0016020			
PF3D7_0424900	Q8IFL7	unreviewed	Q8IFL7_PLAF7	PRESAN domain-containing protein	PF3D7_0424900	Plasmodium falciparum (isolate 3D7)	283	fatty acid metabolic process [GO:0006631]	membrane [GO:0016020]	membrane [GO:0016020]; fatty-acyl-CoA binding [GO:0000062]; fatty acid metabolic process [GO:0006631]	fatty-acyl-CoA binding [GO:0000062]	GO:0000062; GO:0006631; GO:0016020			
PF3D7_0608600	C6KST4	unreviewed	C6KST4_PLAF7	Erythrocyte membrane protein pfemp3	PF3D7_0608600	Plasmodium falciparum (isolate 3D7)	283								
PF3D7_1424400	Q8ILL2	unreviewed	Q8ILL2_PLAF7	60S ribosomal protein L7a	PF3D7_1424400	Plasmodium falciparum (isolate 3D7)	283	maturation of LSU-rRNA [GO:0000470]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; maturation of LSU-rRNA [GO:0000470]; translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0000470; GO:0003723; GO:0003735; GO:0006412; GO:0022625			
PF3D7_0222000	O97462	unreviewed	O97462_PLAF7	Exported protein family 1	PF3D7_0222000 PF3D7_0324000 PF3D7_0601300	Plasmodium falciparum (isolate 3D7)	282		Maurer's cleft [GO:0020036]	Maurer's cleft [GO:0020036]		GO:0020036			
PF3D7_0931800	Q8I0U7	unreviewed	Q8I0U7_PLAF7	Proteasome subunit beta type-6, putative (EC 3.4.25.1)	PF3D7_0931800	Plasmodium falciparum (isolate 3D7)	282	proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]	proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]; endopeptidase activity [GO:0004175]; threonine-type endopeptidase activity [GO:0004298]; proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	endopeptidase activity [GO:0004175]; threonine-type endopeptidase activity [GO:0004298]	GO:0004175; GO:0004298; GO:0005839; GO:0010498; GO:0019774; GO:0043161			
PF3D7_1018100	Q8IJL9	unreviewed	Q8IJL9_PLAF7	CCR4-NOT transcription complex subunit 11	PF3D7_1018100	Plasmodium falciparum (isolate 3D7)	282								
PF3D7_1129800	Q8II65	unreviewed	Q8II65_PLAF7	Plasmodium vivax Vir protein	PF3D7_1129800	Plasmodium falciparum (isolate 3D7)	282	spliceosomal snRNP assembly [GO:0000387]	membrane [GO:0016020]	membrane [GO:0016020]; spliceosomal snRNP assembly [GO:0000387]		GO:0000387; GO:0016020			
PF3D7_1336400	Q8IDW7	unreviewed	Q8IDW7_PLAF7	RanBPM and CLTH-like protein, putative	PF3D7_1336400	Plasmodium falciparum (isolate 3D7)	282	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]		GO:0005634; GO:0005737; GO:0043161			
PF3D7_1418000	Q8ILR6	unreviewed	Q8ILR6_PLAF7	Ubiquitin fusion degradation protein 1, putative	PF3D7_1418000	Plasmodium falciparum (isolate 3D7)	282	ER-associated misfolded protein catabolic process [GO:0071712]; ubiquitin-dependent ERAD pathway [GO:0030433]	VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]	VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]; ATP binding [GO:0005524]; polyubiquitin modification-dependent protein binding [GO:0031593]; ER-associated misfolded protein catabolic process [GO:0071712]; ubiquitin-dependent ERAD pathway [GO:0030433]	ATP binding [GO:0005524]; polyubiquitin modification-dependent protein binding [GO:0031593]	GO:0005524; GO:0030433; GO:0031593; GO:0034098; GO:0071712			
PF3D7_1455400	Q8IKS4	unreviewed	Q8IKS4_PLAF7	Hemolysin III	PF3D7_1455400	Plasmodium falciparum (isolate 3D7)	282	hemolysis in another organism [GO:0044179]	food vacuole [GO:0020020]; membrane [GO:0016020]	food vacuole [GO:0020020]; membrane [GO:0016020]; signaling receptor activity [GO:0038023]; hemolysis in another organism [GO:0044179]	signaling receptor activity [GO:0038023]	GO:0016020; GO:0020020; GO:0038023; GO:0044179			
PF3D7_1478000	Q8IK55	unreviewed	Q8IK55_PLAF7	PRESAN domain-containing protein	PF3D7_1478000	Plasmodium falciparum (isolate 3D7)	282	fatty acid metabolic process [GO:0006631]	membrane [GO:0016020]	membrane [GO:0016020]; fatty-acyl-CoA binding [GO:0000062]; fatty acid metabolic process [GO:0006631]	fatty-acyl-CoA binding [GO:0000062]	GO:0000062; GO:0006631; GO:0016020			
PF3D7_0512700	Q8I3Y0	unreviewed	Q8I3Y0_PLAF7	orotate phosphoribosyltransferase (EC 2.4.2.10)	PF3D7_0512700	Plasmodium falciparum (isolate 3D7)	281	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine nucleotide biosynthetic process [GO:0006221]; pyrimidine ribonucleoside biosynthetic process [GO:0046132]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; orotate phosphoribosyltransferase activity [GO:0004588]; protein dimerization activity [GO:0046983]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine nucleotide biosynthetic process [GO:0006221]; pyrimidine ribonucleoside biosynthetic process [GO:0046132]	orotate phosphoribosyltransferase activity [GO:0004588]; protein dimerization activity [GO:0046983]	GO:0004588; GO:0005737; GO:0006207; GO:0006221; GO:0044205; GO:0046132; GO:0046983			
PF3D7_0905000	Q8I399	unreviewed	Q8I399_PLAF7	Thioredoxin domain-containing protein	PF3D7_0905000	Plasmodium falciparum (isolate 3D7)	281								
PF3D7_1003600	Q8IK01	unreviewed	Q8IK01_PLAF7	Inner membrane complex protein 1c, putative	PF3D7_1003600	Plasmodium falciparum (isolate 3D7)	281		inner membrane pellicle complex [GO:0070258]	inner membrane pellicle complex [GO:0070258]		GO:0070258			
PF3D7_1332000	Q8IE08	unreviewed	Q8IE08_PLAF7	Syntaxin, Qa-SNARE family	PF3D7_1332000	Plasmodium falciparum (isolate 3D7)	281	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]	cis-Golgi network [GO:0005801]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; SNARE complex [GO:0031201]	cis-Golgi network [GO:0005801]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; SNARE complex [GO:0031201]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]	GO:0000139; GO:0000149; GO:0005484; GO:0005783; GO:0005801; GO:0006886; GO:0006888; GO:0006906; GO:0012505; GO:0016020; GO:0031201; GO:0048278			
PF3D7_1334800	Q8IDY0	unreviewed	Q8IDY0_PLAF7	MSP7-like protein	PF3D7_1334800	Plasmodium falciparum (isolate 3D7)	281		symbiont-containing vacuole [GO:0020003]	symbiont-containing vacuole [GO:0020003]		GO:0020003			
PF3D7_1427900	Q8ILI6	reviewed	AN32_PLAF7	Acidic leucine-rich nuclear phosphoprotein 32-related protein (ANP32/acidic nuclear phosphoprotein-like protein)	PF14_0257 PF3D7_1427900	Plasmodium falciparum (isolate 3D7)	281			histone binding [GO:0042393]	histone binding [GO:0042393]	GO:0042393			
PF3D7_1456600	Q8IKR3	unreviewed	Q8IKR3_PLAF7	Mitochondrial ribosomal protein L28, putative	PF3D7_1456600	Plasmodium falciparum (isolate 3D7)	281		mitochondrial large ribosomal subunit [GO:0005762]	mitochondrial large ribosomal subunit [GO:0005762]; structural constituent of ribosome [GO:0003735]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005762			
PF3D7_0309800	O77335	unreviewed	O77335_PLAF7	YTH domain-containing protein, putative	PF3D7_0309800	Plasmodium falciparum (isolate 3D7)	280	mRNA destabilization [GO:0061157]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; mRNA binding [GO:0003729]; mRNA destabilization [GO:0061157]	mRNA binding [GO:0003729]	GO:0003729; GO:0005737; GO:0061157			
PF3D7_0413800	Q8I1U9	unreviewed	Q8I1U9_PLAF7	50S ribosomal protein L10, putative	PF3D7_0413800	Plasmodium falciparum (isolate 3D7)	280	translation [GO:0006412]	large ribosomal subunit [GO:0015934]; membrane [GO:0016020]; ribosome [GO:0005840]	large ribosomal subunit [GO:0015934]; membrane [GO:0016020]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0015934; GO:0016020			
PF3D7_0419600	Q76NN6	unreviewed	Q76NN6_PLAF7	Ran-specific GTPase-activating protein 1, putative	PF3D7_0419600	Plasmodium falciparum (isolate 3D7)	280	DNA replication [GO:0006260]; intracellular transport [GO:0046907]; regulation of catalytic activity [GO:0050790]	cytoplasm [GO:0005737]; nuclear pore [GO:0005643]	cytoplasm [GO:0005737]; nuclear pore [GO:0005643]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; DNA replication [GO:0006260]; intracellular transport [GO:0046907]; regulation of catalytic activity [GO:0050790]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525; GO:0005643; GO:0005737; GO:0006260; GO:0046907; GO:0050790			
PF3D7_0611300	C6KSV8	unreviewed	C6KSV8_PLAF7	ATP synthase-associated protein, putative	PF3D7_0611300	Plasmodium falciparum (isolate 3D7)	280								
PF3D7_0630000	C6KTD5	unreviewed	C6KTD5_PLAF7	CPW-WPC family protein	PF3D7_0630000	Plasmodium falciparum (isolate 3D7)	280								
PF3D7_0923700	C0H554	unreviewed	C0H554_PLAF7	39S ribosomal protein L50, mitochondrial	PF3D7_0923700	Plasmodium falciparum (isolate 3D7)	280	regulation of cilium movement [GO:0003352]		regulation of cilium movement [GO:0003352]		GO:0003352			
PF3D7_1215200	Q8I5Q4	unreviewed	Q8I5Q4_PLAF7	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	PF3D7_1215200	Plasmodium falciparum (isolate 3D7)	280	protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]	cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0000413; GO:0003755; GO:0005737; GO:0005739; GO:0006457; GO:0016018			
PF3D7_1312300	Q8IEJ8	unreviewed	Q8IEJ8_PLAF7	Mitochondrial ribosomal protein S35, putative	PF3D7_1312300	Plasmodium falciparum (isolate 3D7)	280		ribosome [GO:0005840]	ribosome [GO:0005840]		GO:0005840			
PF3D7_1466600	Q8IKH1	unreviewed	Q8IKH1_PLAF7	Enkurin domain-containing protein, putative	PF3D7_1466600	Plasmodium falciparum (isolate 3D7)	280		organelle [GO:0043226]	organelle [GO:0043226]; calmodulin binding [GO:0005516]	calmodulin binding [GO:0005516]	GO:0005516; GO:0043226			
PF3D7_1477300	Q8IK62	unreviewed	Q8IK62_PLAF7	PRESAN domain-containing protein	PF3D7_1477300	Plasmodium falciparum (isolate 3D7)	280		host cell cytoplasm [GO:0030430]; membrane [GO:0016020]; symbiont-containing vacuole [GO:0020003]	host cell cytoplasm [GO:0030430]; membrane [GO:0016020]; symbiont-containing vacuole [GO:0020003]		GO:0016020; GO:0020003; GO:0030430			
PF3D7_0529300	Q8I3H4	unreviewed	Q8I3H4_PLAF7	Apicoplast TIC22 protein	PF3D7_0529300	Plasmodium falciparum (isolate 3D7)	279	protein folding [GO:0006457]; protein transport [GO:0015031]	apicoplast [GO:0020011]; chloroplast [GO:0009507]	apicoplast [GO:0020011]; chloroplast [GO:0009507]; protein folding [GO:0006457]; protein transport [GO:0015031]		GO:0006457; GO:0009507; GO:0015031; GO:0020011			
